age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
35-44,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",39.9330045,-75.1666909,39.9473876,-75.1931838,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,Yes,"","","",1-2 trips,"Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Pittsburgh","","",Neither agree nor disagree,Agree,Disagree,-75.1666909|39.9330045
45-54,Staff,0,1,"","","","","","","","","",Prefer not to answer,"$150,000 or more",Yes,School of Engineering and Applied Science,"",39.9167783,-75.387693,39.95562530000001,-75.2038846,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","","","","","","","",Need a car before or after work,Would have to transfer,"","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,Yes,"","","",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Drive to PHL, fly to Boston Logan","Drive to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Strongly agree,Neither agree nor disagree,-75.387693|39.9167783
25-34,Staff,0,1,Non-Binary,White,"","","","","","","","","$150,000 or more",No,School of Arts and Sciences,"",40.0564112,-75.2398844,39.9473139,-75.14849459999999,12,4,4,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2398844|40.0564112
45-54,Faculty,1,0,Man,White,"","",Asian,"","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",39.9062903,-75.3860994,39.9501477,-75.19388289999999,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Strongly Agree,Agree,Yes,5 or more,1-2 trips,1-2 trips,1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston","Drive to PHL, fly to Pittsburgh","","",Strongly agree,Agree,Disagree,-75.3860994|39.9062903
25-34,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",No,Perelman School of Medicine,"",39.8812236,-75.3237993,39.9479166,-75.1904076,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.3237993|39.8812236
25-34,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Division of Finance,"",40.0131337,-75.2690157,39.9533837,-75.1938205,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,Need a car before or after work,"","","","","","","","","",Not compatible with my schedule,Too expensive,Takes too long,Need a car before or after work,"","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2690157|40.0131337
25-34,Staff,0,1,Woman,"","",Hispanic or Latinx,Asian,"","","","","","$120,000 - $139,999",No,Perelman School of Medicine,"",39.9549208,-74.8088791,39.9487279,-75.1968303,15,5,5,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"","","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-74.8088791|39.9549208
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",39.7662167,-75.1441926,39.9484563,-75.197445,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1441926|39.7662167
25-34,Staff,0,1,"",White,"","","","","","","","","$100,000 - $119,999",No,School of Nursing,"",39.9286986,-75.1630143,39.9485247,-75.19202899999999,5,5,5,1,2,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,"",Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)",I don't own a bicycle,I believe it's unsafe,Accessibility issues,"",Weather,"","",I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Disagree,Disagree or Nuetral,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1630143|39.9286986
25-34,Staff,0,1,Woman,"",Black or African American,Hispanic or Latinx,"","","","","","","$20,000 - $39,999",No,School of Veterinary Medicine,"",40.0385435741983,-74.9032446525391,39.947947453000126,-75.19314986508178,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,0-10 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"","","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","",Agree,Agree,Strongly Agree,Agree,Yes,0 trips,0 trips,0 trips,0 trips,Drive to New York City and park overnight,"Drive to PHL, fly to Boston Logan",Drive Pittsburgh and park overnight,Agree,Agree,Agree,Disagree,Neither agree nor disagree,-74.9032446525391|40.0385435741983
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$20,000 - $39,999",No,Weitzman School of Design,"",39.9461497,-75.2122601,39.95277430000001,-75.19283349999999,6,6,6,0,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"",Public Transit,Walk,Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2122601|39.9461497
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$40,000 - $59,999",No,School of Arts and Sciences,"",40.0698157842292,-75.1262327812012,39.95034358520954,-75.1930420560669,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10:00-12:00 PM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1262327812012|40.0698157842292
35-44,Staff,0,1,Woman,White,"","","","","","","","","$120,000 - $139,999",Yes,Division of Business Services,"",40.0837012,-74.9901135,39.9548146,-75.1955983,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-74.9901135|40.0837012
55-64,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",Yes,Penn Libraries,"",40.0180311,-75.2044887,39.9527242,-75.1940217,12,6,6,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","","",I believe it's unsafe,"","",Weather,I can't park my bike,I can't carry my work materials,I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2044887|40.0180311
25-34,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,Carey School of Law,"",39.8932884,-75.3630796,39.9539018,-75.1929845,4,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,Yes,1-2 trips,1-2 trips,1-2 trips,1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Agree,Agree,Strongly disagree,-75.3630796|39.8932884
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,The Wharton School,"",40.2599082,-75.2306545,39.9552401,-75.2021352,3,3,3,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","",Carpool,"","","","","","","","","","","","","","","","","","","","","","",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2306545|40.2599082
25-34,Staff,0,1,"",White,"","","","","","","","","$100,000 - $119,999",No,School of Veterinary Medicine,"",39.9514840763578,-75.2109691283997,39.950754820924026,-75.2011101407837,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,Walk,Bike,Carpool,Rideshare or taxi,"","","","","","","","","","","","","",Takes too long,"","",I prefer my current type of transportation,"","","","",Don't know how to find a carpool partner,I live too close to work,I prefer my current type of transportation,"","","","","","","","",Takes too long,"","",I live too close to work,I prefer my current type of transportation,"","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.2109691283997|39.9514840763578
55-64,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,Division of Finance,"",40.2624511,-75.0841187,39.9533066,-75.1939253,4,2,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","",Carpool,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,Too expensive,Takes too long,Need a car before or after work,Would have to transfer,"","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.0841187|40.2624511
35-44,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",40.0703334,-75.2070644,39.9525318,-75.18470219999999,5,4,4,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2070644|40.0703334
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$60,000 - $79,999",No,School of Social Policy and Practice,"",39.9291664,-75.1786043,39.95255179999999,-75.1975362,5,4,4,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1786043|39.9291664
25-34,Graduate Student,0,0,Man,"","","",Asian,"","","","","","$80,000 - $99,999",No,The Wharton School,"",39.9525039193879,-75.1797482154663,39.95328797840272,-75.19812752435914,9,4,4,0,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,8:00-10:00 AM,21-30 hours,"","",Walk,"",Carpool,Rideshare or taxi,Vanpool,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1797482154663|39.9525039193879
55-64,Faculty,1,0,Man,"","","",Asian,"","","","","","$150,000 or more",No,Perelman School of Medicine,"",39.9429793093535,-75.1645990989502,39.94659300140176,-75.19488741586915,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,"","",Walk,Bike,"","","","","",I believe it's unsafe,"","",Weather,I can't park my bike,"",I have to bring a change of clothes,"","","",Takes too long,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1645990989502|39.9429793093535
